snr,seed,method,classifier,accuracy,macro_f1,f1_point,f1_cyst,f1_dense,best_params
40,4,AE Latent,SVM-RBF,0.355,0.3557535904629599,0.35036496350364965,0.3486238532110092,0.36827195467422097,"{'C': 1.0, 'gamma': 0.1}"
40,4,PCA,Logistic Regression,0.30666666666666664,0.3061517285639493,0.32592592592592595,0.31862745098039214,0.2739018087855297,{'C': 10.0}
40,4,PCA,Random Forest,0.36833333333333335,0.3669064748201439,0.37889688249400477,0.38848920863309355,0.3333333333333333,"{'max_depth': 10, 'n_estimators': 100}"
40,4,PCA,SVM-RBF,0.36,0.3590654868696406,0.38478747203579416,0.3308270676691729,0.3615819209039548,"{'C': 0.1, 'gamma': 0.1}"
clean,0,Raw RF,Logistic Regression,0.355,0.21488090327295017,0.5063938618925832,0.0,0.1382488479262673,{'C': 0.1}
clean,0,Raw RF,Random Forest,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,"{'max_depth': 10, 'n_estimators': 200}"
clean,0,Raw RF,SVM-RBF,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,"{'C': 0.1, 'gamma': 'scale'}"
clean,0,AE Latent,Logistic Regression,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,{'C': 0.1}
clean,0,AE Latent,Random Forest,0.51,0.42211545679753776,0.0,0.5780346820809249,0.6883116883116883,"{'max_depth': 10, 'n_estimators': 100}"
clean,0,AE Latent,SVM-RBF,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,"{'C': 10.0, 'gamma': 0.1}"
clean,0,PCA,Logistic Regression,0.35833333333333334,0.21857109074903178,0.0,0.517464424320828,0.1382488479262673,{'C': 10.0}
clean,0,PCA,Random Forest,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,"{'max_depth': 10, 'n_estimators': 100}"
clean,0,PCA,SVM-RBF,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,"{'C': 0.1, 'gamma': 'scale'}"
clean,1,Raw RF,Logistic Regression,0.36,0.2207623218762893,0.0,0.5141388174807198,0.14814814814814814,{'C': 10.0}
clean,1,Raw RF,Random Forest,0.375,0.2465816122203787,0.0,0.5194805194805194,0.22026431718061673,"{'max_depth': 10, 'n_estimators': 200}"
clean,1,Raw RF,SVM-RBF,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,"{'C': 0.1, 'gamma': 'scale'}"
clean,1,AE Latent,Logistic Regression,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,{'C': 0.1}
clean,1,AE Latent,Random Forest,0.49833333333333335,0.41083998421608686,0.0,0.5747126436781609,0.6578073089700996,"{'max_depth': 10, 'n_estimators': 200}"
clean,1,AE Latent,SVM-RBF,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,"{'C': 10.0, 'gamma': 0.1}"
clean,1,PCA,Logistic Regression,0.36,0.2207623218762893,0.0,0.5141388174807198,0.14814814814814814,{'C': 10.0}
clean,1,PCA,Random Forest,0.37833333333333335,0.2517627932475094,0.0,0.5194805194805194,0.23580786026200873,"{'max_depth': 10, 'n_estimators': 200}"
clean,1,PCA,SVM-RBF,0.38,0.25431959345002825,0.0,0.5194805194805194,0.24347826086956523,"{'C': 0.1, 'gamma': 'scale'}"
clean,2,Raw RF,Logistic Regression,0.355,0.21229005805811352,0.009523809523809525,0.5141388174807198,0.11320754716981132,{'C': 0.1}
clean,2,Raw RF,Random Forest,0.37,0.2373699772802912,0.0,0.5148005148005148,0.19730941704035873,"{'max_depth': 10, 'n_estimators': 200}"
clean,2,Raw RF,SVM-RBF,0.37,0.2373699772802912,0.0,0.5148005148005148,0.19730941704035873,"{'C': 0.1, 'gamma': 'scale'}"
clean,2,AE Latent,Logistic Regression,0.37,0.2373699772802912,0.0,0.5148005148005148,0.19730941704035873,{'C': 0.1}
clean,2,AE Latent,Random Forest,0.49666666666666665,0.41149314712533097,0.009852216748768473,0.5714285714285714,0.6531986531986532,"{'max_depth': 10, 'n_estimators': 200}"
clean,2,AE Latent,SVM-RBF,0.37,0.2373699772802912,0.0,0.5148005148005148,0.19730941704035873,"{'C': 10.0, 'gamma': 0.1}"
clean,2,PCA,Logistic Regression,0.355,0.21229005805811352,0.009523809523809525,0.5141388174807198,0.11320754716981132,{'C': 0.1}
clean,2,PCA,Random Forest,0.37,0.2373699772802912,0.0,0.5148005148005148,0.19730941704035873,"{'max_depth': 10, 'n_estimators': 100}"
clean,2,PCA,SVM-RBF,0.37,0.2373699772802912,0.0,0.5148005148005148,0.19730941704035873,"{'C': 0.1, 'gamma': 'scale'}"
clean,3,Raw RF,Logistic Regression,0.3466666666666667,0.20032840722495895,0.5057471264367817,0.0,0.09523809523809523,{'C': 10.0}
clean,3,Raw RF,Random Forest,0.36333333333333334,0.22570506087835995,0.0,0.5134788189987163,0.16363636363636364,"{'max_depth': 10, 'n_estimators': 200}"
clean,3,Raw RF,SVM-RBF,0.365,0.22847484011872746,0.0,0.5134788189987163,0.17194570135746606,"{'C': 0.1, 'gamma': 'scale'}"
clean,3,AE Latent,Logistic Regression,0.365,0.22847484011872746,0.0,0.5134788189987163,0.17194570135746606,{'C': 0.1}
clean,3,AE Latent,Random Forest,0.49833333333333335,0.4100177915927991,0.0,0.5722460658082976,0.6578073089700996,"{'max_depth': 10, 'n_estimators': 100}"
clean,3,AE Latent,SVM-RBF,0.365,0.22847484011872746,0.0,0.5134788189987163,0.17194570135746606,"{'C': 10.0, 'gamma': 0.1}"
clean,3,PCA,Logistic Regression,0.3466666666666667,0.20032840722495895,0.5057471264367817,0.0,0.09523809523809523,{'C': 10.0}
clean,3,PCA,Random Forest,0.365,0.22847484011872746,0.0,0.5134788189987163,0.17194570135746606,"{'max_depth': 10, 'n_estimators': 200}"
clean,3,PCA,SVM-RBF,0.365,0.22847484011872746,0.0,0.5134788189987163,0.17194570135746606,"{'C': 0.1, 'gamma': 'scale'}"
clean,4,Raw RF,Logistic Regression,0.34833333333333333,0.19842280861389142,0.0,0.5095541401273885,0.08571428571428572,{'C': 10.0}
clean,4,Raw RF,Random Forest,0.365,0.23464755077658306,0.5083870967741936,0.0,0.19555555555555557,"{'max_depth': 10, 'n_estimators': 100}"
clean,4,Raw RF,SVM-RBF,0.37,0.23722819593787337,0.0,0.5161290322580645,0.19555555555555557,"{'C': 0.1, 'gamma': 'scale'}"
clean,4,AE Latent,Logistic Regression,0.37,0.23722819593787337,0.0,0.5161290322580645,0.19555555555555557,{'C': 0.1}
clean,4,AE Latent,Random Forest,0.48833333333333334,0.40139822550043974,0.5620542082738944,0.0,0.6421404682274248,"{'max_depth': 10, 'n_estimators': 100}"
clean,4,AE Latent,SVM-RBF,0.37,0.23722819593787337,0.0,0.5161290322580645,0.19555555555555557,"{'C': 10.0, 'gamma': 0.1}"
clean,4,PCA,Logistic Regression,0.34833333333333333,0.19842280861389142,0.0,0.5095541401273885,0.08571428571428572,{'C': 10.0}
clean,4,PCA,Random Forest,0.37,0.23722819593787337,0.0,0.5161290322580645,0.19555555555555557,"{'max_depth': 10, 'n_estimators': 100}"
clean,4,PCA,SVM-RBF,0.37,0.23722819593787337,0.0,0.5161290322580645,0.19555555555555557,"{'C': 0.1, 'gamma': 'scale'}"
