snr,class,model,mse
10,2,V1,0.0034636194
10,2,V2,0.0034901595
10,2,V1,0.0034636185
10,2,V2,0.0034901586
10,2,V1,0.0034636187
10,2,V2,0.0034901595
10,2,V1,0.0034636203
10,2,V2,0.0034901602
10,2,V1,0.0034636185
10,2,V2,0.0034901584
10,2,V1,0.0034636187
10,2,V2,0.0034901577
10,2,V1,0.0034636194
10,2,V2,0.0034901595
10,2,V1,0.0034636196
10,2,V2,0.0034901581
10,2,V1,0.00346362
10,2,V2,0.003490159
10,2,V1,0.0034636185
10,2,V2,0.0034901577
10,2,V1,0.0034636203
10,2,V2,0.0034901605
10,2,V1,0.003463619
10,2,V2,0.0034901553
10,2,V1,0.0034636196
10,2,V2,0.0034901584
10,2,V1,0.003463619
10,2,V2,0.0034901581
10,2,V1,0.0034636196
10,2,V2,0.0034901588
10,2,V1,0.003463621
10,2,V2,0.0034901577
10,2,V1,0.0080703115
10,2,V2,0.008101171
10,2,V1,0.0034636194
10,2,V2,0.0034901593
10,2,V1,0.00346362
10,2,V2,0.0034901593
10,2,V1,0.0034636194
10,2,V2,0.0034901593
10,2,V1,0.0034636199
10,2,V2,0.003490158
10,2,V1,0.0034636199
10,2,V2,0.0034901602
10,2,V1,0.0034636196
10,2,V2,0.0034901577
10,2,V1,0.003463619
10,2,V2,0.0034901588
10,2,V1,0.00346362
10,2,V2,0.003490159
10,2,V1,0.009524415
10,2,V2,0.010369376
10,2,V1,0.003463619
10,2,V2,0.003490157
10,2,V1,0.0034636194
10,2,V2,0.0034901577
10,2,V1,0.00346362
10,2,V2,0.0034901584
10,2,V1,0.003463619
10,2,V2,0.0034901584
10,2,V1,0.0034636199
10,2,V2,0.0034901574
10,2,V1,0.0034636194
10,2,V2,0.0034901588
10,2,V1,0.003463619
10,2,V2,0.0034901584
10,2,V1,0.0034636196
10,2,V2,0.0034901607
10,2,V1,0.0034636203
10,2,V2,0.0034901602
10,2,V1,0.0034636185
10,2,V2,0.003490158
10,2,V1,0.0034636196
10,2,V2,0.00349016
10,2,V1,0.0034636203
10,2,V2,0.0034901602
10,2,V1,0.008316131
10,2,V2,0.0080090165
10,2,V1,0.013596618
10,2,V2,0.011732756
10,2,V1,0.0034636203
10,2,V2,0.0034901584
10,2,V1,0.0034636208
10,2,V2,0.0034901602
10,2,V1,0.0034636196
10,2,V2,0.0034901588
10,2,V1,0.0034636194
10,2,V2,0.0034901584
10,2,V1,0.0034636203
10,2,V2,0.0034901588
10,2,V1,0.003463619
10,2,V2,0.0034901593
10,2,V1,0.003463619
10,2,V2,0.0034901584
10,2,V1,0.0034636203
10,2,V2,0.003490158
10,2,V1,0.0034636206
10,2,V2,0.0034901593
10,2,V1,0.0034636194
10,2,V2,0.0034901574
10,2,V1,0.0034636203
10,2,V2,0.0034901584
10,2,V1,0.0034636187
10,2,V2,0.0034901586
10,2,V1,0.0034636196
10,2,V2,0.0034901563
10,2,V1,0.0034636194
10,2,V2,0.0034901584
10,2,V1,0.0034636196
10,2,V2,0.0034901588
10,2,V1,0.0034636203
10,2,V2,0.0034901577
10,2,V1,0.0034636203
10,2,V2,0.0034901588
10,2,V1,0.003463619
10,2,V2,0.0034901565
10,2,V1,0.008007433
10,2,V2,0.008072977
10,2,V1,0.0034636185
10,2,V2,0.003490157
10,2,V1,0.0034636194
10,2,V2,0.0034901563
10,2,V1,0.0034636199
10,2,V2,0.0034901584
10,2,V1,0.0034636203
10,2,V2,0.0034901588
10,2,V1,0.0034636203
10,2,V2,0.0034901598
10,2,V1,0.003463618
10,2,V2,0.0034901593
10,2,V1,0.0034636182
10,2,V2,0.0034901602
10,2,V1,0.0034636199
10,2,V2,0.0034901581
10,2,V1,0.0034636196
10,2,V2,0.0034901574
10,2,V1,0.0034636203
10,2,V2,0.0034901595
10,2,V1,0.003463619
10,2,V2,0.0034901586
10,2,V1,0.003463619
10,2,V2,0.003490157
10,2,V1,0.0034636199
10,2,V2,0.003490158
10,2,V1,0.0034636203
10,2,V2,0.0034901584
10,2,V1,0.0034636203
10,2,V2,0.003490159
10,2,V1,0.0034636208
10,2,V2,0.0034901584
10,2,V1,0.0034636196
10,2,V2,0.0034901584
10,2,V1,0.003463619
10,2,V2,0.0034901565
10,2,V1,0.0034636215
10,2,V2,0.0034901574
10,2,V1,0.0034636203
10,2,V2,0.0034901584
10,2,V1,0.0034636203
10,2,V2,0.0034901577
10,2,V1,0.003463619
10,2,V2,0.003490158
10,2,V1,0.008335474
10,2,V2,0.007962554
10,2,V1,0.003463619
10,2,V2,0.0034901598
10,2,V1,0.0034636196
10,2,V2,0.0034901577
10,2,V1,0.0034636196
10,2,V2,0.0034901584
10,2,V1,0.0034636196
10,2,V2,0.0034901567
10,2,V1,0.0034636199
10,2,V2,0.0034901612
10,2,V1,0.0034636199
10,2,V2,0.0034901577
10,2,V1,0.0034636203
10,2,V2,0.0034901572
10,2,V1,0.016175807
10,2,V2,0.014987908
10,2,V1,0.0034636199
10,2,V2,0.0034901593
10,2,V1,0.0034636203
10,2,V2,0.0034901565
10,2,V1,0.0034636196
10,2,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.0034901595
15,0,V1,0.0034636208
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.003490158
15,0,V1,0.0034636213
15,0,V2,0.0034901586
15,0,V1,0.0034636203
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.003490159
15,0,V1,0.0034636203
15,0,V2,0.0034901593
15,0,V1,0.00346362
15,0,V2,0.0034901595
15,0,V1,0.0034636196
15,0,V2,0.0034901602
15,0,V1,0.00346362
15,0,V2,0.0034901595
15,0,V1,0.00346362
15,0,V2,0.003490159
15,0,V1,0.0034636203
15,0,V2,0.003490158
15,0,V1,0.0034636199
15,0,V2,0.0034901593
15,0,V1,0.003463619
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.0034901572
15,0,V1,0.0034636199
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,0,V1,0.0034636208
15,0,V2,0.0034901588
15,0,V1,0.00346362
15,0,V2,0.0034901595
15,0,V1,0.0034636203
15,0,V2,0.003490158
15,0,V1,0.0034636203
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.0034901581
15,0,V1,0.0034636196
15,0,V2,0.0034901598
15,0,V1,0.0034636203
15,0,V2,0.0034901598
15,0,V1,0.0034636213
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.0034901595
15,0,V1,0.0034636203
15,0,V2,0.0034901588
15,0,V1,0.0034636208
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.003490158
15,0,V1,0.0034636203
15,0,V2,0.003490158
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,0,V1,0.0034636196
15,0,V2,0.0034901574
15,0,V1,0.0034636206
15,0,V2,0.0034901598
15,0,V1,0.0034636203
15,0,V2,0.003490159
15,0,V1,0.0034636203
15,0,V2,0.003490158
15,0,V1,0.0034636203
15,0,V2,0.0034901577
15,0,V1,0.00346362
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.00349016
15,0,V1,0.0034636199
15,0,V2,0.0034901595
15,0,V1,0.003463621
15,0,V2,0.0034901598
15,0,V1,0.0034636194
15,0,V2,0.0034901586
15,0,V1,0.0034636208
15,0,V2,0.0034901588
15,0,V1,0.0034636215
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.0034901574
15,0,V1,0.0034636203
15,0,V2,0.0034901581
15,0,V1,0.0034636194
15,0,V2,0.0034901574
15,0,V1,0.0034636199
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.0034901586
15,0,V1,0.0034636206
15,0,V2,0.0034901584
15,0,V1,0.0034636196
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.0034901574
15,0,V1,0.0034636203
15,0,V2,0.003490158
15,0,V1,0.0034636203
15,0,V2,0.003490157
15,0,V1,0.0034636203
15,0,V2,0.003490159
15,0,V1,0.0034636203
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.0034901598
15,0,V1,0.0034636203
15,0,V2,0.0034901595
15,0,V1,0.0034636203
15,0,V2,0.0034901581
15,0,V1,0.0034636206
15,0,V2,0.0034901602
15,0,V1,0.0034636196
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.0034901572
15,0,V1,0.0034636208
15,0,V2,0.0034901593
15,0,V1,0.00346362
15,0,V2,0.0034901586
15,0,V1,0.0034636194
15,0,V2,0.0034901588
15,0,V1,0.0034636199
15,0,V2,0.0034901593
15,0,V1,0.0034636203
15,0,V2,0.0034901588
15,0,V1,0.0034636196
15,0,V2,0.0034901577
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,0,V1,0.00346362
15,0,V2,0.0034901593
15,0,V1,0.0034636206
15,0,V2,0.0034901588
15,0,V1,0.0034636194
15,0,V2,0.0034901577
15,0,V1,0.0034636203
15,0,V2,0.0034901581
15,0,V1,0.0034636199
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.0034901586
15,0,V1,0.0034636208
15,0,V2,0.0034901584
15,0,V1,0.0034636199
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.0034901593
15,0,V1,0.0034636199
15,0,V2,0.0034901586
15,0,V1,0.0034636203
15,0,V2,0.003490158
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.0034901588
15,0,V1,0.0034636206
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.0034901586
15,0,V1,0.0034636208
15,0,V2,0.003490158
15,0,V1,0.0034636203
15,0,V2,0.0034901588
15,0,V1,0.0034636206
15,0,V2,0.0034901595
15,0,V1,0.0034636213
15,0,V2,0.0034901588
15,0,V1,0.0034636203
15,0,V2,0.0034901577
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,0,V1,0.0034636203
15,0,V2,0.003490159
15,0,V1,0.0034636203
15,0,V2,0.0034901581
15,0,V1,0.0034636203
15,0,V2,0.0034901584
15,1,V1,0.003463621
15,1,V2,0.0034901588
15,1,V1,0.00346362
15,1,V2,0.0034901567
15,1,V1,0.0034636206
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.003490158
15,1,V1,0.0034636208
15,1,V2,0.0034901581
15,1,V1,0.0034636196
15,1,V2,0.0034901584
15,1,V1,0.0034636196
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901584
15,1,V1,0.0034636196
15,1,V2,0.0034901586
15,1,V1,0.0034636203
15,1,V2,0.0034901584
15,1,V1,0.00346362
15,1,V2,0.0034901593
15,1,V1,0.0034636203
15,1,V2,0.003490159
15,1,V1,0.0034636196
15,1,V2,0.0034901584
15,1,V1,0.0034636203
15,1,V2,0.0034901581
15,1,V1,0.0034636203
15,1,V2,0.0034901588
15,1,V1,0.00346362
15,1,V2,0.0034901584
15,1,V1,0.0034636203
15,1,V2,0.0034901586
15,1,V1,0.00346362
15,1,V2,0.0034901588
15,1,V1,0.00346362
15,1,V2,0.0034901588
15,1,V1,0.00346362
15,1,V2,0.003490158
15,1,V1,0.0034636203
15,1,V2,0.003490158
15,1,V1,0.0034636203
15,1,V2,0.003490159
15,1,V1,0.0034636199
15,1,V2,0.0034901595
15,1,V1,0.00346362
15,1,V2,0.003490158
15,1,V1,0.00346362
15,1,V2,0.003490157
15,1,V1,0.0034636208
15,1,V2,0.0034901577
15,1,V1,0.00346362
15,1,V2,0.0034901584
15,1,V1,0.0034636203
15,1,V2,0.0034901574
15,1,V1,0.0034636196
15,1,V2,0.0034901584
15,1,V1,0.0034636203
15,1,V2,0.003490159
15,1,V1,0.0034636206
15,1,V2,0.0034901588
15,1,V1,0.0034636199
15,1,V2,0.0034901577
15,1,V1,0.0034636203
15,1,V2,0.003490158
15,1,V1,0.0034636196
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901595
15,1,V1,0.0034636203
15,1,V2,0.0034901588
15,1,V1,0.0034636206
15,1,V2,0.0034901588
15,1,V1,0.0034636196
15,1,V2,0.0034901584
15,1,V1,0.00346362
15,1,V2,0.0034901581
15,1,V1,0.0034636206
15,1,V2,0.0034901593
15,1,V1,0.0034636203
15,1,V2,0.0034901588
15,1,V1,0.0034636206
15,1,V2,0.0034901588
15,1,V1,0.0034636208
15,1,V2,0.0034901577
15,1,V1,0.0034636206
15,1,V2,0.0034901577
15,1,V1,0.0034636199
15,1,V2,0.003490158
15,1,V1,0.0034636203
15,1,V2,0.003490158
15,1,V1,0.0034636203
15,1,V2,0.0034901598
15,1,V1,0.00346362
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901593
15,1,V1,0.0034636208
15,1,V2,0.0034901584
15,1,V1,0.0034636208
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901598
15,1,V1,0.0034636208
15,1,V2,0.0034901584
15,1,V1,0.0034636199
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901588
15,1,V1,0.0034636208
15,1,V2,0.0034901588
15,1,V1,0.0034636199
15,1,V2,0.003490158
15,1,V1,0.0034636199
15,1,V2,0.0034901586
15,1,V1,0.0034636208
15,1,V2,0.0034901588
15,1,V1,0.00346362
15,1,V2,0.003490158
15,1,V1,0.0034636208
15,1,V2,0.0034901584
15,1,V1,0.0034636203
15,1,V2,0.0034901584
15,1,V1,0.0034636203
15,1,V2,0.003490159
15,1,V1,0.0034636203
15,1,V2,0.0034901577
15,1,V1,0.0034636196
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901593
15,1,V1,0.0034636208
15,1,V2,0.0034901593
15,1,V1,0.0034636203
15,1,V2,0.0034901584
15,1,V1,0.0034636194
15,1,V2,0.0034901584
15,1,V1,0.0034636203
15,1,V2,0.003490159
15,1,V1,0.00346362
15,1,V2,0.003490159
15,1,V1,0.0034636199
15,1,V2,0.0034901584
15,1,V1,0.0034636203
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901586
15,1,V1,0.0034636203
15,1,V2,0.0034901581
15,1,V1,0.0034636203
15,1,V2,0.0034901593
15,1,V1,0.0034636203
15,1,V2,0.0034901595
15,1,V1,0.0034636203
15,1,V2,0.0034901581
15,1,V1,0.0034636208
15,1,V2,0.003490159
15,1,V1,0.0034636203
15,1,V2,0.0034901581
15,1,V1,0.0034636196
15,1,V2,0.0034901586
15,1,V1,0.00346362
15,1,V2,0.0034901581
15,1,V1,0.0034636213
15,1,V2,0.0034901584
15,1,V1,0.003463621
15,1,V2,0.0034901598
15,1,V1,0.0034636203
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901586
15,1,V1,0.0034636203
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901593
15,1,V1,0.0034636203
15,1,V2,0.0034901581
15,1,V1,0.0034636194
15,1,V2,0.0034901584
15,1,V1,0.0034636196
15,1,V2,0.0034901588
15,1,V1,0.0034636203
15,1,V2,0.0034901588
15,1,V1,0.0034636208
15,1,V2,0.0034901595
15,1,V1,0.0034636206
15,1,V2,0.0034901588
15,1,V1,0.0034636199
15,1,V2,0.0034901598
15,1,V1,0.0034636203
15,1,V2,0.0034901593
15,1,V1,0.0034636203
15,1,V2,0.0034901572
15,1,V1,0.0034636208
15,1,V2,0.0034901593
15,1,V1,0.0034636203
15,1,V2,0.003490158
15,1,V1,0.0034636196
15,1,V2,0.0034901584
15,2,V1,0.0034636196
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.0034636194
15,2,V2,0.0034901593
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.009056324
15,2,V2,0.009432997
15,2,V1,0.011504561
15,2,V2,0.013066074
15,2,V1,0.0034636206
15,2,V2,0.0034901586
15,2,V1,0.0034636203
15,2,V2,0.003490161
15,2,V1,0.00346362
15,2,V2,0.003490158
15,2,V1,0.0034636206
15,2,V2,0.0034901595
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.0034636213
15,2,V2,0.0034901586
15,2,V1,0.0034636199
15,2,V2,0.0034901598
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.0034636199
15,2,V2,0.003490158
15,2,V1,0.0034636213
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.0034901593
15,2,V1,0.0034636203
15,2,V2,0.0034901607
15,2,V1,0.0034636208
15,2,V2,0.003490159
15,2,V1,0.0034636199
15,2,V2,0.0034901584
15,2,V1,0.0034636203
15,2,V2,0.0034901586
15,2,V1,0.0034636203
15,2,V2,0.0034901593
15,2,V1,0.00346362
15,2,V2,0.003490158
15,2,V1,0.008138657
15,2,V2,0.008025289
15,2,V1,0.0034636203
15,2,V2,0.0034901586
15,2,V1,0.0034636203
15,2,V2,0.0034901593
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.00346362
15,2,V2,0.0034901586
15,2,V1,0.0034636199
15,2,V2,0.0034901602
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.0034636208
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.003490157
15,2,V1,0.009521945
15,2,V2,0.010477409
15,2,V1,0.00346362
15,2,V2,0.0034901593
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.0034636206
15,2,V2,0.0034901586
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.0034901595
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.0034901595
15,2,V1,0.0034636203
15,2,V2,0.003490158
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.00346362
15,2,V2,0.0034901584
15,2,V1,0.0034636206
15,2,V2,0.0034901584
15,2,V1,0.0083357645
15,2,V2,0.007851032
15,2,V1,0.013198843
15,2,V2,0.011558682
15,2,V1,0.0034636203
15,2,V2,0.0034901572
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.0034636196
15,2,V2,0.0034901586
15,2,V1,0.0034636196
15,2,V2,0.0034901584
15,2,V1,0.0034636203
15,2,V2,0.0034901595
15,2,V1,0.0034636203
15,2,V2,0.0034901598
15,2,V1,0.0034636203
15,2,V2,0.003490159
15,2,V1,0.0034636208
15,2,V2,0.0034901588
15,2,V1,0.0034636196
15,2,V2,0.0034901588
15,2,V1,0.0034636199
15,2,V2,0.0034901588
15,2,V1,0.0034636196
15,2,V2,0.0034901584
15,2,V1,0.0034636196
15,2,V2,0.0034901595
15,2,V1,0.0034636196
15,2,V2,0.0034901581
15,2,V1,0.00346362
15,2,V2,0.0034901577
15,2,V1,0.0034636196
15,2,V2,0.0034901581
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.003490158
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.0080876965
15,2,V2,0.008067081
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.0034636196
15,2,V2,0.0034901574
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.003490158
15,2,V1,0.0034636196
15,2,V2,0.0034901572
15,2,V1,0.0034636199
15,2,V2,0.0034901584
15,2,V1,0.0034636199
15,2,V2,0.0034901586
15,2,V1,0.0034636208
15,2,V2,0.0034901584
15,2,V1,0.0034636194
15,2,V2,0.003490159
15,2,V1,0.0034636199
15,2,V2,0.0034901584
15,2,V1,0.0034636203
15,2,V2,0.003490158
15,2,V1,0.00346362
15,2,V2,0.0034901581
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.0034636203
15,2,V2,0.0034901586
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.0034636203
15,2,V2,0.0034901593
15,2,V1,0.0034636196
15,2,V2,0.0034901584
15,2,V1,0.0034636203
15,2,V2,0.003490158
15,2,V1,0.0034636206
15,2,V2,0.0034901581
15,2,V1,0.0034636199
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.003490158
15,2,V1,0.0034636206
15,2,V2,0.0034901595
15,2,V1,0.008330284
15,2,V2,0.007924458
15,2,V1,0.0034636199
15,2,V2,0.003490157
15,2,V1,0.0034636208
15,2,V2,0.003490158
15,2,V1,0.0034636208
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.003490158
15,2,V1,0.0034636196
15,2,V2,0.0034901584
15,2,V1,0.0034636203
15,2,V2,0.0034901577
15,2,V1,0.0034636203
15,2,V2,0.0034901584
15,2,V1,0.01603625
15,2,V2,0.01491926
15,2,V1,0.0034636203
15,2,V2,0.0034901588
15,2,V1,0.0034636203
15,2,V2,0.0034901593
15,2,V1,0.0034636203
15,2,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901581
20,0,V1,0.0034636206
20,0,V2,0.0034901581
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636206
20,0,V2,0.0034901577
20,0,V1,0.0034636208
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636208
20,0,V2,0.0034901588
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636208
20,0,V2,0.0034901595
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636203
20,0,V2,0.003490158
20,0,V1,0.0034636208
20,0,V2,0.0034901598
20,0,V1,0.0034636206
20,0,V2,0.0034901584
20,0,V1,0.0034636213
20,0,V2,0.0034901598
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901586
20,0,V1,0.0034636206
20,0,V2,0.0034901593
20,0,V1,0.0034636208
20,0,V2,0.0034901588
20,0,V1,0.0034636206
20,0,V2,0.0034901584
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636215
20,0,V2,0.0034901586
20,0,V1,0.0034636203
20,0,V2,0.003490159
20,0,V1,0.0034636203
20,0,V2,0.003490159
20,0,V1,0.0034636208
20,0,V2,0.003490158
20,0,V1,0.0034636206
20,0,V2,0.0034901598
20,0,V1,0.0034636203
20,0,V2,0.003490158
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901588
20,0,V1,0.0034636203
20,0,V2,0.0034901581
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.0034636213
20,0,V2,0.003490159
20,0,V1,0.0034636206
20,0,V2,0.0034901595
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636206
20,0,V2,0.003490158
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.003463621
20,0,V2,0.0034901593
20,0,V1,0.0034636217
20,0,V2,0.0034901584
20,0,V1,0.0034636206
20,0,V2,0.0034901584
20,0,V1,0.0034636217
20,0,V2,0.0034901588
20,0,V1,0.0034636206
20,0,V2,0.0034901584
20,0,V1,0.0034636206
20,0,V2,0.0034901593
20,0,V1,0.0034636206
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901586
20,0,V1,0.003463621
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901586
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.0034636208
20,0,V2,0.003490159
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.003463621
20,0,V2,0.003490159
20,0,V1,0.0034636206
20,0,V2,0.0034901593
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636206
20,0,V2,0.0034901588
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.003490158
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901577
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901593
20,0,V1,0.0034636208
20,0,V2,0.0034901586
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636203
20,0,V2,0.0034901588
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.003490159
20,0,V1,0.0034636208
20,0,V2,0.0034901581
20,0,V1,0.0034636203
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901598
20,0,V1,0.0034636203
20,0,V2,0.0034901586
20,0,V1,0.0034636203
20,0,V2,0.00349016
20,0,V1,0.0034636217
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.0034636208
20,0,V2,0.0034901584
20,0,V1,0.0034636203
20,0,V2,0.0034901593
20,0,V1,0.0034636208
20,0,V2,0.0034901595
20,0,V1,0.0034636208
20,0,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636208
20,1,V2,0.0034901588
20,1,V1,0.0034636208
20,1,V2,0.003490159
20,1,V1,0.0034636208
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.0034901586
20,1,V1,0.0034636208
20,1,V2,0.0034901586
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636208
20,1,V2,0.0034901595
20,1,V1,0.0034636208
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901581
20,1,V1,0.0034636208
20,1,V2,0.0034901586
20,1,V1,0.0034636203
20,1,V2,0.0034901581
