snr,class,model,mse
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.0034901593
20,1,V1,0.0034636203
20,1,V2,0.0034901593
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636199
20,1,V2,0.0034901588
20,1,V1,0.0034636208
20,1,V2,0.0034901595
20,1,V1,0.0034636208
20,1,V2,0.0034901577
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.003463621
20,1,V2,0.0034901593
20,1,V1,0.0034636203
20,1,V2,0.0034901581
20,1,V1,0.0034636206
20,1,V2,0.0034901581
20,1,V1,0.0034636203
20,1,V2,0.003490159
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636199
20,1,V2,0.003490159
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636208
20,1,V2,0.0034901586
20,1,V1,0.0034636203
20,1,V2,0.003490159
20,1,V1,0.0034636208
20,1,V2,0.003490159
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636217
20,1,V2,0.0034901593
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636206
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901581
20,1,V1,0.003463621
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636206
20,1,V2,0.003490158
20,1,V1,0.0034636203
20,1,V2,0.0034901586
20,1,V1,0.0034636213
20,1,V2,0.003490158
20,1,V1,0.0034636206
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.0034901574
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636208
20,1,V2,0.0034901584
20,1,V1,0.0034636213
20,1,V2,0.0034901581
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636208
20,1,V2,0.0034901584
20,1,V1,0.0034636208
20,1,V2,0.0034901574
20,1,V1,0.0034636213
20,1,V2,0.0034901588
20,1,V1,0.003463621
20,1,V2,0.0034901586
20,1,V1,0.0034636203
20,1,V2,0.0034901586
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636206
20,1,V2,0.0034901588
20,1,V1,0.0034636213
20,1,V2,0.00349016
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636208
20,1,V2,0.0034901588
20,1,V1,0.0034636215
20,1,V2,0.0034901588
20,1,V1,0.0034636208
20,1,V2,0.0034901595
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.003490159
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636208
20,1,V2,0.0034901586
20,1,V1,0.0034636206
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636206
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.003490158
20,1,V1,0.0034636208
20,1,V2,0.0034901588
20,1,V1,0.0034636215
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.003490159
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.00346362
20,1,V2,0.0034901586
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636208
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.0034901586
20,1,V1,0.0034636203
20,1,V2,0.0034901586
20,1,V1,0.0034636213
20,1,V2,0.0034901588
20,1,V1,0.0034636208
20,1,V2,0.003490158
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901581
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.003490158
20,1,V1,0.0034636208
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.003490158
20,1,V1,0.0034636208
20,1,V2,0.0034901586
20,1,V1,0.0034636208
20,1,V2,0.0034901584
20,1,V1,0.0034636213
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901588
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,1,V1,0.0034636203
20,1,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901586
20,2,V1,0.0034636213
20,2,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901593
20,2,V1,0.003463621
20,2,V2,0.0034901588
20,2,V1,0.009099371
20,2,V2,0.009480553
20,2,V1,0.011440831
20,2,V2,0.013000797
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901581
20,2,V1,0.0034636213
20,2,V2,0.0034901586
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.0034636208
20,2,V2,0.0034901581
20,2,V1,0.0034636208
20,2,V2,0.003490158
20,2,V1,0.0034636213
20,2,V2,0.0034901586
20,2,V1,0.003463621
20,2,V2,0.0034901588
20,2,V1,0.003463621
20,2,V2,0.003490158
20,2,V1,0.0034636203
20,2,V2,0.0034901586
20,2,V1,0.0034636208
20,2,V2,0.0034901584
20,2,V1,0.0034636213
20,2,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.0034636208
20,2,V2,0.0034901584
20,2,V1,0.0034636206
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.008205352
20,2,V2,0.008035868
20,2,V1,0.0034636208
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.003490159
20,2,V1,0.0034636203
20,2,V2,0.0034901586
20,2,V1,0.0034636206
20,2,V2,0.0034901586
20,2,V1,0.0034636206
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901593
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.00957576
20,2,V2,0.010486718
20,2,V1,0.0034636208
20,2,V2,0.0034901584
20,2,V1,0.0034636213
20,2,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901574
20,2,V1,0.0034636203
20,2,V2,0.003490158
20,2,V1,0.0034636213
20,2,V2,0.003490158
20,2,V1,0.0034636203
20,2,V2,0.0034901595
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.0034636213
20,2,V2,0.0034901588
20,2,V1,0.0034636215
20,2,V2,0.0034901588
20,2,V1,0.0034636208
20,2,V2,0.0034901584
20,2,V1,0.0034636208
20,2,V2,0.0034901588
20,2,V1,0.008387377
20,2,V2,0.007922987
20,2,V1,0.013245171
20,2,V2,0.011481337
20,2,V1,0.0034636203
20,2,V2,0.003490159
20,2,V1,0.00346362
20,2,V2,0.0034901588
20,2,V1,0.0034636208
20,2,V2,0.0034901588
20,2,V1,0.0034636208
20,2,V2,0.0034901584
20,2,V1,0.0034636208
20,2,V2,0.0034901593
20,2,V1,0.0034636213
20,2,V2,0.0034901588
20,2,V1,0.0034636208
20,2,V2,0.0034901584
20,2,V1,0.0034636208
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901586
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.0034636206
20,2,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901595
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901586
20,2,V1,0.0034636208
20,2,V2,0.0034901586
20,2,V1,0.0034636213
20,2,V2,0.003490158
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.008087163
20,2,V2,0.0081254635
20,2,V1,0.0034636208
20,2,V2,0.0034901586
20,2,V1,0.0034636208
20,2,V2,0.0034901581
20,2,V1,0.0034636206
20,2,V2,0.0034901581
20,2,V1,0.0034636203
20,2,V2,0.0034901586
20,2,V1,0.0034636208
20,2,V2,0.0034901586
20,2,V1,0.0034636213
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.0034636206
20,2,V2,0.0034901586
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.0034636213
20,2,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.003463621
20,2,V2,0.0034901584
20,2,V1,0.003463621
20,2,V2,0.0034901586
20,2,V1,0.0034636206
20,2,V2,0.0034901588
20,2,V1,0.0034636206
20,2,V2,0.0034901588
20,2,V1,0.0034636208
20,2,V2,0.0034901595
20,2,V1,0.0034636206
20,2,V2,0.003490159
20,2,V1,0.0034636206
20,2,V2,0.003490158
20,2,V1,0.0034636206
20,2,V2,0.0034901584
20,2,V1,0.0034636206
20,2,V2,0.0034901586
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.008359343
20,2,V2,0.007892495
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.0034636206
20,2,V2,0.0034901584
20,2,V1,0.0034636206
20,2,V2,0.0034901586
20,2,V1,0.0034636203
20,2,V2,0.0034901593
20,2,V1,0.0034636208
20,2,V2,0.0034901584
20,2,V1,0.0034636203
20,2,V2,0.0034901588
20,2,V1,0.0034636203
20,2,V2,0.0034901577
20,2,V1,0.016107805
20,2,V2,0.01481445
20,2,V1,0.0034636203
20,2,V2,0.0034901584
20,2,V1,0.0034636208
20,2,V2,0.0034901586
20,2,V1,0.0034636213
20,2,V2,0.003490158
25,0,V1,0.0034636208
25,0,V2,0.0034901586
25,0,V1,0.0034636213
25,0,V2,0.0034901588
25,0,V1,0.0034636215
25,0,V2,0.0034901588
25,0,V1,0.0034636215
25,0,V2,0.0034901577
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636217
25,0,V2,0.0034901584
25,0,V1,0.0034636208
25,0,V2,0.003490158
25,0,V1,0.0034636208
25,0,V2,0.0034901584
25,0,V1,0.0034636215
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636203
25,0,V2,0.0034901586
25,0,V1,0.0034636222
25,0,V2,0.0034901588
25,0,V1,0.003463621
25,0,V2,0.0034901577
25,0,V1,0.0034636208
25,0,V2,0.0034901584
25,0,V1,0.003463621
25,0,V2,0.0034901584
25,0,V1,0.0034636208
25,0,V2,0.0034901581
25,0,V1,0.0034636215
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636217
25,0,V2,0.0034901588
25,0,V1,0.003463622
25,0,V2,0.0034901588
25,0,V1,0.0034636222
25,0,V2,0.0034901584
25,0,V1,0.003463621
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.0034901586
25,0,V1,0.0034636213
25,0,V2,0.0034901588
25,0,V1,0.0034636208
25,0,V2,0.003490158
25,0,V1,0.0034636213
25,0,V2,0.0034901581
25,0,V1,0.003463622
25,0,V2,0.0034901588
25,0,V1,0.0034636215
25,0,V2,0.0034901588
25,0,V1,0.0034636208
25,0,V2,0.0034901588
25,0,V1,0.0034636206
25,0,V2,0.0034901581
25,0,V1,0.0034636213
25,0,V2,0.0034901588
25,0,V1,0.0034636208
25,0,V2,0.0034901584
25,0,V1,0.0034636203
25,0,V2,0.0034901593
25,0,V1,0.0034636215
25,0,V2,0.0034901584
25,0,V1,0.0034636208
25,0,V2,0.003490158
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636215
25,0,V2,0.0034901584
25,0,V1,0.0034636217
25,0,V2,0.0034901593
25,0,V1,0.0034636208
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901577
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901588
25,0,V1,0.0034636206
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.0034901586
25,0,V1,0.0034636215
25,0,V2,0.0034901588
25,0,V1,0.003463622
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901581
25,0,V1,0.003463621
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.0034901588
25,0,V1,0.0034636217
25,0,V2,0.0034901584
25,0,V1,0.0034636215
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.0034901577
25,0,V1,0.0034636215
25,0,V2,0.003490159
25,0,V1,0.0034636208
25,0,V2,0.0034901584
25,0,V1,0.0034636217
25,0,V2,0.0034901581
25,0,V1,0.0034636213
25,0,V2,0.0034901586
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636217
25,0,V2,0.0034901584
25,0,V1,0.0034636217
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901581
25,0,V1,0.0034636215
25,0,V2,0.0034901588
25,0,V1,0.0034636217
25,0,V2,0.0034901584
25,0,V1,0.003463622
25,0,V2,0.0034901584
25,0,V1,0.0034636208
25,0,V2,0.003490158
25,0,V1,0.003463622
25,0,V2,0.0034901584
25,0,V1,0.0034636208
25,0,V2,0.0034901584
25,0,V1,0.0034636215
25,0,V2,0.003490158
25,0,V1,0.0034636203
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901586
25,0,V1,0.0034636213
25,0,V2,0.0034901588
25,0,V1,0.0034636208
25,0,V2,0.0034901588
25,0,V1,0.0034636217
25,0,V2,0.0034901586
25,0,V1,0.0034636222
25,0,V2,0.0034901586
25,0,V1,0.0034636208
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636217
25,0,V2,0.0034901588
25,0,V1,0.0034636206
25,0,V2,0.0034901584
25,0,V1,0.003463621
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636215
25,0,V2,0.0034901584
25,0,V1,0.0034636208
25,0,V2,0.0034901588
25,0,V1,0.0034636208
25,0,V2,0.003490158
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,0,V1,0.0034636203
25,0,V2,0.0034901588
25,0,V1,0.0034636215
25,0,V2,0.0034901584
25,0,V1,0.0034636215
25,0,V2,0.0034901588
25,0,V1,0.0034636208
25,0,V2,0.0034901584
25,0,V1,0.0034636215
25,0,V2,0.0034901581
25,0,V1,0.0034636208
25,0,V2,0.0034901584
25,0,V1,0.0034636222
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.003490158
25,0,V1,0.0034636213
25,0,V2,0.0034901577
25,0,V1,0.0034636215
25,0,V2,0.0034901584
25,0,V1,0.0034636213
25,0,V2,0.0034901581
25,0,V1,0.0034636217
25,0,V2,0.0034901588
25,0,V1,0.0034636213
25,0,V2,0.003490158
25,0,V1,0.0034636213
25,0,V2,0.0034901584
25,1,V1,0.003463621
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901584
25,1,V1,0.0034636208
25,1,V2,0.0034901581
25,1,V1,0.0034636213
25,1,V2,0.0034901584
25,1,V1,0.003463621
25,1,V2,0.0034901581
25,1,V1,0.0034636213
25,1,V2,0.003490158
25,1,V1,0.0034636213
25,1,V2,0.0034901581
25,1,V1,0.0034636208
25,1,V2,0.0034901588
25,1,V1,0.0034636222
25,1,V2,0.003490159
25,1,V1,0.0034636215
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901581
25,1,V1,0.0034636222
25,1,V2,0.0034901588
25,1,V1,0.0034636215
25,1,V2,0.0034901586
25,1,V1,0.003463621
25,1,V2,0.0034901588
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636213
25,1,V2,0.0034901584
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.003490158
25,1,V1,0.0034636213
25,1,V2,0.0034901584
25,1,V1,0.0034636206
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.0034901581
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636213
25,1,V2,0.0034901584
25,1,V1,0.0034636213
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.0034901584
25,1,V1,0.0034636217
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.0034636217
25,1,V2,0.0034901586
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.003463621
25,1,V2,0.003490159
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636208
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636217
25,1,V2,0.0034901586
25,1,V1,0.0034636213
25,1,V2,0.0034901581
25,1,V1,0.0034636213
25,1,V2,0.0034901586
25,1,V1,0.0034636213
25,1,V2,0.0034901586
25,1,V1,0.0034636215
25,1,V2,0.0034901584
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.003490158
25,1,V1,0.0034636217
25,1,V2,0.0034901584
25,1,V1,0.0034636217
25,1,V2,0.0034901584
25,1,V1,0.0034636203
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901586
25,1,V1,0.0034636203
25,1,V2,0.0034901586
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636208
25,1,V2,0.003490158
25,1,V1,0.0034636203
25,1,V2,0.0034901593
25,1,V1,0.0034636215
25,1,V2,0.0034901584
25,1,V1,0.0034636217
25,1,V2,0.0034901584
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.003463622
25,1,V2,0.0034901588
25,1,V1,0.0034636215
25,1,V2,0.003490159
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.003463621
25,1,V2,0.0034901588
25,1,V1,0.003463621
25,1,V2,0.0034901584
25,1,V1,0.003463621
25,1,V2,0.0034901595
25,1,V1,0.0034636213
25,1,V2,0.0034901593
25,1,V1,0.0034636213
25,1,V2,0.0034901586
25,1,V1,0.0034636213
25,1,V2,0.0034901586
25,1,V1,0.0034636215
25,1,V2,0.003490158
25,1,V1,0.0034636217
25,1,V2,0.0034901584
25,1,V1,0.0034636213
25,1,V2,0.0034901586
25,1,V1,0.0034636213
25,1,V2,0.0034901586
25,1,V1,0.0034636217
25,1,V2,0.0034901581
25,1,V1,0.0034636208
25,1,V2,0.0034901581
25,1,V1,0.0034636215
25,1,V2,0.0034901586
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.0034636217
25,1,V2,0.0034901577
25,1,V1,0.0034636215
25,1,V2,0.003490158
25,1,V1,0.0034636203
25,1,V2,0.003490158
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901584
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.003463622
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901586
25,1,V1,0.0034636217
25,1,V2,0.0034901586
25,1,V1,0.0034636215
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636213
25,1,V2,0.0034901588
25,1,V1,0.0034636208
25,1,V2,0.0034901574
25,1,V1,0.0034636208
25,1,V2,0.0034901588
25,1,V1,0.0034636208
25,1,V2,0.0034901584
25,1,V1,0.0034636213
25,1,V2,0.0034901593
25,1,V1,0.003463621
25,1,V2,0.003490158
25,1,V1,0.003463622
25,1,V2,0.003490158
25,1,V1,0.003463621
25,1,V2,0.0034901588
25,2,V1,0.003463621
25,2,V2,0.0034901588
25,2,V1,0.0034636217
25,2,V2,0.0034901584
25,2,V1,0.003463621
25,2,V2,0.0034901588
25,2,V1,0.0034636215
25,2,V2,0.0034901588
25,2,V1,0.009107272
25,2,V2,0.009515865
25,2,V1,0.011543181
25,2,V2,0.0131443655
25,2,V1,0.0034636213
25,2,V2,0.0034901588
25,2,V1,0.0034636215
25,2,V2,0.0034901586
25,2,V1,0.0034636213
25,2,V2,0.003490158
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901588
25,2,V1,0.0034636217
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901581
25,2,V1,0.0034636215
25,2,V2,0.0034901584
25,2,V1,0.003463621
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.003463621
25,2,V2,0.0034901588
25,2,V1,0.0034636213
25,2,V2,0.0034901588
25,2,V1,0.0034636215
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901581
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636215
25,2,V2,0.0034901584
25,2,V1,0.008234628
25,2,V2,0.008063232
25,2,V1,0.0034636213
25,2,V2,0.003490158
25,2,V1,0.0034636208
25,2,V2,0.0034901584
25,2,V1,0.0034636206
25,2,V2,0.0034901574
25,2,V1,0.0034636208
25,2,V2,0.0034901584
25,2,V1,0.003463622
25,2,V2,0.0034901584
25,2,V1,0.0034636215
25,2,V2,0.0034901586
25,2,V1,0.0034636208
25,2,V2,0.0034901588
25,2,V1,0.0034636213
25,2,V2,0.0034901577
25,2,V1,0.009609944
25,2,V2,0.0105316155
25,2,V1,0.0034636208
25,2,V2,0.003490158
25,2,V1,0.0034636208
25,2,V2,0.0034901584
25,2,V1,0.003463622
25,2,V2,0.003490159
25,2,V1,0.003463621
25,2,V2,0.0034901577
25,2,V1,0.0034636213
25,2,V2,0.0034901586
25,2,V1,0.003463621
25,2,V2,0.0034901584
25,2,V1,0.0034636217
25,2,V2,0.0034901586
25,2,V1,0.0034636217
25,2,V2,0.0034901584
25,2,V1,0.0034636215
25,2,V2,0.0034901584
25,2,V1,0.003463621
25,2,V2,0.0034901584
25,2,V1,0.0034636208
25,2,V2,0.0034901577
25,2,V1,0.0034636208
25,2,V2,0.003490158
25,2,V1,0.008406107
25,2,V2,0.007945269
25,2,V1,0.013246108
25,2,V2,0.011575404
25,2,V1,0.0034636208
25,2,V2,0.0034901588
25,2,V1,0.0034636208
25,2,V2,0.003490159
25,2,V1,0.003463621
25,2,V2,0.003490158
25,2,V1,0.0034636206
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636206
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901588
25,2,V1,0.0034636206
25,2,V2,0.0034901586
25,2,V1,0.0034636213
25,2,V2,0.0034901588
25,2,V1,0.0034636213
25,2,V2,0.0034901574
25,2,V1,0.0034636208
25,2,V2,0.0034901584
25,2,V1,0.0034636215
25,2,V2,0.0034901577
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.003490158
25,2,V1,0.0034636217
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.003490158
25,2,V1,0.0034636206
25,2,V2,0.0034901588
25,2,V1,0.008114499
25,2,V2,0.008168468
25,2,V1,0.0034636213
25,2,V2,0.0034901588
25,2,V1,0.0034636222
25,2,V2,0.0034901586
25,2,V1,0.0034636213
25,2,V2,0.0034901586
25,2,V1,0.0034636208
25,2,V2,0.003490158
25,2,V1,0.0034636215
25,2,V2,0.003490158
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636206
25,2,V2,0.0034901581
25,2,V1,0.0034636215
25,2,V2,0.0034901581
25,2,V1,0.0034636203
25,2,V2,0.003490158
25,2,V1,0.003463621
25,2,V2,0.003490158
25,2,V1,0.0034636215
25,2,V2,0.003490158
25,2,V1,0.0034636215
25,2,V2,0.0034901584
25,2,V1,0.0034636208
25,2,V2,0.0034901586
25,2,V1,0.0034636213
25,2,V2,0.0034901581
25,2,V1,0.0034636215
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.003490158
25,2,V1,0.0034636208
25,2,V2,0.003490158
25,2,V1,0.0034636203
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901588
25,2,V1,0.0034636213
25,2,V2,0.0034901581
25,2,V1,0.0034636215
25,2,V2,0.0034901584
25,2,V1,0.008409381
25,2,V2,0.007925571
25,2,V1,0.0034636215
25,2,V2,0.0034901586
25,2,V1,0.0034636222
25,2,V2,0.0034901584
25,2,V1,0.0034636217
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636217
25,2,V2,0.0034901584
25,2,V1,0.0034636213
25,2,V2,0.0034901584
25,2,V1,0.0034636208
25,2,V2,0.0034901586
25,2,V1,0.016122429
25,2,V2,0.014855264
25,2,V1,0.0034636208
25,2,V2,0.003490158
25,2,V1,0.003463621
25,2,V2,0.003490158
25,2,V1,0.0034636217
25,2,V2,0.0034901574
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636213
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901586
30,0,V1,0.0034636217
30,0,V2,0.003490158
30,0,V1,0.0034636215
30,0,V2,0.0034901588
30,0,V1,0.0034636222
30,0,V2,0.0034901581
30,0,V1,0.0034636215
30,0,V2,0.0034901586
30,0,V1,0.0034636215
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901586
30,0,V1,0.0034636213
30,0,V2,0.0034901588
30,0,V1,0.0034636208
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901584
30,0,V1,0.003463621
30,0,V2,0.003490158
30,0,V1,0.003463622
30,0,V2,0.0034901584
30,0,V1,0.0034636217
30,0,V2,0.0034901588
30,0,V1,0.0034636215
